config,case,init,instellation,ps_bar,d0,cloudir,T_global,T_min,T_max,OLR_global,ASR_global,TOA_imbalance,dT_last,n_years,state,diffadj,rot_scaling,D,dt,co2_condensing,icelineN,icelineS,iceline_lon,converged,dOLR,wall_s,rc,error
diffadj_c-50,13,warm,1600,0.16,0.07971,-50.0,2759.139,2678.353,2914.594,342.849755058196,392.5038060067706,49.65405094857459,151.8710000000001,159,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,2.2,0,
diffadj_c-50,14,warm,900,1.44,0.07971,-50.0,227.121,222.29,234.243,182.5795857307867,183.88198818229054,1.3024024515038377,-0.09600000000000364,24,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,4.57763671875e-05,0.6,0,
diffadj_c-50,15,warm,600,0.43,0.07971,-50.0,186.132,176.221,200.873,118.8441376809841,119.66287668661352,0.8187390056294106,-0.06399999999999295,26,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.0003662109375,0.3,0,
diffadj_c-50,16,warm,1400,10.0,0.07971,-50.0,404.148,402.835,406.1,336.39145643740807,338.86049517669215,2.4690387392840876,0.27800000000002,44,equilibrium,True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.000244140625,8.6,0,
diffadj_c-55,1,warm,500,0.7,0.07971,-55.0,166.792,161.447,174.669,99.03160527747337,99.72977853107508,0.6981732536017091,-0.043000000000006366,32,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.00037384033203125,0.4,0,
diffadj_c-55,2,warm,1900,7.85,0.07971,-55.0,16530.389,nan,nan,366.2724801632093,465.78998558219905,99.51750541898974,311.90399999999863,493,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.00048828125,75.7,0,
diffadj_c-55,3,warm,2400,0.21,0.07971,-55.0,21021.564,nan,nan,350.03686697777846,588.7508689562319,238.71400197845344,759.8869999999988,272,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,4.2,0,
diffadj_c-55,4,warm,1200,2.34,0.07971,-55.0,282.027,277.342,288.925,283.28462256706405,285.32978848634536,2.0451659192813167,-0.2880000000000109,21,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,0.000335693359375,1.1,0,
diffadj_c-55,5,warm,1500,0.16,0.07971,-55.0,995.748,911.652,1133.115,347.2409938339119,367.9721970352606,20.731203201348706,58.73300000000006,110,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,1.7,0,
diffadj_c-55,6,warm,2100,1.83,0.07971,-55.0,28737.859,nan,nan,357.60386697777847,515.0727491167302,157.4688821389517,498.4200000000019,561,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.00042724609375,20.6,0,
diffadj_c-55,7,warm,1600,0.55,0.07971,-55.0,4792.674,4777.84,4846.564,349.3028547371112,392.4837140326206,43.18085929550938,130.89800000000014,334,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,4.8,0,
diffadj_c-55,8,warm,800,6.16,0.07971,-55.0,210.6,209.594,212.079,157.5330975966363,158.68823306173644,1.1551354651001304,-0.14500000000001023,27,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,0.0002288818359375,2.9,0,
diffadj_c-55,9,warm,1100,0.7,0.07971,-55.0,254.031,241.197,273.646,246.16492626087822,248.07070544905767,1.9057791881794515,-0.01999999999998181,45,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.000244140625,0.6,0,
diffadj_c-55,10,warm,400,4.83,0.07971,-55.0,142.125,141.484,143.058,78.13362914945328,78.69538920540771,0.5617600559544229,-0.15799999999998704,38,equilibrium,True,True,95.29990387988208,207.27288922190598,0.0,0.0,0.0,0.0,True,0.00048065185546875,3.1,0,
diffadj_c-55,11,warm,900,0.1,0.07971,-55.0,228.105,176.247,316.119,206.4660152161656,207.9300551608549,1.46403994468929,-0.09000000000000341,28,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,0.00030517578125,0.4,0,
diffadj_c-55,12,warm,1500,2.98,0.07971,-55.0,2455.973,2455.392,2467.281,352.1383848908008,367.8694477261505,15.73106283534969,42.60699999999997,422,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.0003662109375,23.9,0,
diffadj_c-55,13,warm,1600,0.16,0.07971,-55.0,2831.977,2749.565,2985.807,347.86473558609913,392.5038060067706,44.63907042067149,135.61400000000003,183,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,2.6,0,
diffadj_c-55,14,warm,900,1.44,0.07971,-55.0,223.946,219.127,231.05,182.0217865162071,183.32024231839597,1.2984558021888688,-0.10499999999998977,24,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,0.000152587890625,0.6,0,
diffadj_c-55,15,warm,600,0.43,0.07971,-55.0,182.639,172.68,197.427,118.83434282657137,119.6519073033419,0.8175644767705279,-0.12399999999999523,25,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.00017547607421875,0.3,0,
diffadj_c-55,16,warm,1400,10.0,0.07971,-55.0,395.507,394.192,397.449,335.57579612398644,338.0236695720894,2.447873448102939,0.21500000000003183,38,equilibrium,True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.000244140625,7.4,0,
diffadj_c-60,1,warm,500,0.7,0.07971,-60.0,161.831,156.467,169.73,99.03153765230947,99.72977853107508,0.6982408787656169,-0.05700000000001637,33,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.000244140625,0.4,0,
diffadj_c-60,2,warm,1900,7.85,0.07971,-60.0,14644.979,nan,nan,370.5236786061952,465.78998558219905,95.26630697600388,298.146999999999,455,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.00048828125,71.6,0,
diffadj_c-60,3,warm,2400,0.21,0.07971,-60.0,20658.052,nan,nan,355.02140357334997,588.7508689562319,233.72946538288193,743.7360000000008,273,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,4.2,0,
diffadj_c-60,4,warm,1200,2.34,0.07971,-60.0,278.81,274.138,285.694,282.8723120202717,284.91535406848504,2.0430420482133513,-0.23399999999998045,21,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,9.1552734375e-05,1.1,0,
diffadj_c-60,5,warm,1500,0.16,0.07971,-60.0,728.198,642.546,864.002,352.0535073404276,367.9721970352606,15.918689694833006,43.14099999999996,87,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,1.4,0,
diffadj_c-60,6,warm,2100,1.83,0.07971,-60.0,25238.024,nan,nan,362.2294748043279,515.0727491167302,152.8432743124023,483.44200000000274,507,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.00048828125,19.3,0,
diffadj_c-60,7,warm,1600,0.55,0.07971,-60.0,4266.454,4250.046,4318.769,354.1623848908008,392.4837140326206,38.321329141819774,115.15200000000004,334,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,4.9,0,
diffadj_c-60,8,warm,800,6.16,0.07971,-60.0,205.389,204.387,206.861,156.65871470512852,157.8093178053593,1.1506031002307964,-0.09600000000000364,32,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,0.0001678466796875,3.5,0,
diffadj_c-60,9,warm,1100,0.7,0.07971,-60.0,243.274,231.416,260.948,228.47847038974496,230.08777963786972,1.6093092481247595,-0.12299999999999045,29,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.0001983642578125,0.4,0,
diffadj_c-60,10,warm,400,4.83,0.07971,-60.0,128.499,128.499,128.499,75.459,78.69538920540771,3.236389205407704,-41.44,15,CO2 condensing,True,True,95.29990387988208,207.27288922190598,1.0,0.0,0.0,0.0,True,0.0,1.3,0,
diffadj_c-60,11,warm,900,0.1,0.07971,-60.0,224.173,172.569,311.208,204.95909069997117,206.39551122455904,1.4364205245878736,-0.06200000000001182,28,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,0.0002288818359375,0.4,0,
diffadj_c-60,12,warm,1500,2.98,0.07971,-60.0,1663.667,1661.972,1673.86,355.57720743884727,367.8694477261505,12.29224028730323,31.475999999999885,350,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.000457763671875,21.1,0,
diffadj_c-60,13,warm,1600,0.16,0.07971,-60.0,2182.094,2098.114,2334.353,352.7094217884178,392.5038060067706,39.79438421835283,119.92500000000018,153,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,2.1,0,
diffadj_c-60,14,warm,900,1.44,0.07971,-60.0,220.659,215.848,227.748,181.4943721948745,182.78923548832702,1.2948632934525222,-0.07800000000000296,25,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,0.0001373291015625,0.7,0,
diffadj_c-60,15,warm,600,0.43,0.07971,-60.0,178.941,168.931,193.789,118.8282934219549,119.64739746251702,0.8191040405621237,-0.0730000000000075,27,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.000396728515625,0.4,0,
diffadj_c-60,16,warm,1400,10.0,0.07971,-60.0,388.33,387.016,390.267,334.7596447501987,337.2019784457443,2.442333695545642,0.16800000000000637,39,equilibrium,True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.000213623046875,8.6,0,
